"ID";"ModesOfTravel";"Population";"TripCharacteristics";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"Trips_4"
"114419";"A018984";"A048710";"2031270";"MOG0095";"LD04    ";"2021JJ00";"0.38";"12"
"114420";"A018984";"A048710";"2031270";"MOG0095";"PV20    ";"2018JJ00";;
"114421";"A018984";"A048710";"2031270";"MOG0095";"PV20    ";"2019JJ00";;
"114422";"A018984";"A048710";"2031270";"MOG0095";"PV20    ";"2020JJ00";;
"114423";"A018984";"A048710";"2031270";"MOG0095";"PV20    ";"2021JJ00";;
"114424";"A018984";"A048710";"2031270";"MOG0095";"PV21    ";"2018JJ00";;
"114425";"A018984";"A048710";"2031270";"MOG0095";"PV21    ";"2019JJ00";;
"114426";"A018984";"A048710";"2031270";"MOG0095";"PV21    ";"2020JJ00";;
"114427";"A018984";"A048710";"2031270";"MOG0095";"PV21    ";"2021JJ00";;
"114428";"A018984";"A048710";"2031270";"MOG0095";"PV22    ";"2018JJ00";;
"114429";"A018984";"A048710";"2031270";"MOG0095";"PV22    ";"2019JJ00";;
"114430";"A018984";"A048710";"2031270";"MOG0095";"PV22    ";"2020JJ00";;
"114431";"A018984";"A048710";"2031270";"MOG0095";"PV22    ";"2021JJ00";;
"114432";"A018984";"A048710";"2031270";"MOG0095";"PV23    ";"2018JJ00";"0.61";"19"
"114433";"A018984";"A048710";"2031270";"MOG0095";"PV23    ";"2019JJ00";"0.66";"20"
"114434";"A018984";"A048710";"2031270";"MOG0095";"PV23    ";"2020JJ00";"0.42";"13"
"114435";"A018984";"A048710";"2031270";"MOG0095";"PV23    ";"2021JJ00";"0.44";"13"
"114436";"A018984";"A048710";"2031270";"MOG0095";"PV24    ";"2018JJ00";;
"114437";"A018984";"A048710";"2031270";"MOG0095";"PV24    ";"2019JJ00";;
"114438";"A018984";"A048710";"2031270";"MOG0095";"PV24    ";"2020JJ00";;
"114439";"A018984";"A048710";"2031270";"MOG0095";"PV24    ";"2021JJ00";;
"114440";"A018984";"A048710";"2031270";"MOG0095";"PV25    ";"2018JJ00";"0.6";"19"
"114441";"A018984";"A048710";"2031270";"MOG0095";"PV25    ";"2019JJ00";"0.63";"19"
"114442";"A018984";"A048710";"2031270";"MOG0095";"PV25    ";"2020JJ00";"0.31";"10"
"114443";"A018984";"A048710";"2031270";"MOG0095";"PV25    ";"2021JJ00";"0.41";"13"
"114444";"A018984";"A048710";"2031270";"MOG0095";"PV26    ";"2018JJ00";"0.71";"22"
"114445";"A018984";"A048710";"2031270";"MOG0095";"PV26    ";"2019JJ00";"0.63";"20"
"114446";"A018984";"A048710";"2031270";"MOG0095";"PV26    ";"2020JJ00";"0.47";"15"
"114447";"A018984";"A048710";"2031270";"MOG0095";"PV26    ";"2021JJ00";"0.58";"18"
"114448";"A018984";"A048710";"2031270";"MOG0095";"PV27    ";"2018JJ00";"0.48";"15"
"114449";"A018984";"A048710";"2031270";"MOG0095";"PV27    ";"2019JJ00";"0.61";"19"
"114450";"A018984";"A048710";"2031270";"MOG0095";"PV27    ";"2020JJ00";"0.43";"13"
"114451";"A018984";"A048710";"2031270";"MOG0095";"PV27    ";"2021JJ00";"0.54";"17"
"114452";"A018984";"A048710";"2031270";"MOG0095";"PV28    ";"2018JJ00";"0.51";"16"
"114453";"A018984";"A048710";"2031270";"MOG0095";"PV28    ";"2019JJ00";"0.54";"17"
"114454";"A018984";"A048710";"2031270";"MOG0095";"PV28    ";"2020JJ00";"0.38";"12"
"114455";"A018984";"A048710";"2031270";"MOG0095";"PV28    ";"2021JJ00";"0.43";"13"
"114456";"A018984";"A048710";"2031270";"MOG0095";"PV29    ";"2018JJ00";;
"114457";"A018984";"A048710";"2031270";"MOG0095";"PV29    ";"2019JJ00";;
"114458";"A018984";"A048710";"2031270";"MOG0095";"PV29    ";"2020JJ00";;
"114459";"A018984";"A048710";"2031270";"MOG0095";"PV29    ";"2021JJ00";;
"114460";"A018984";"A048710";"2031270";"MOG0095";"PV30    ";"2018JJ00";"0.58";"18"
"114461";"A018984";"A048710";"2031270";"MOG0095";"PV30    ";"2019JJ00";"0.48";"15"
"114462";"A018984";"A048710";"2031270";"MOG0095";"PV30    ";"2020JJ00";"0.4";"12"
"114463";"A018984";"A048710";"2031270";"MOG0095";"PV30    ";"2021JJ00";"0.41";"13"
"114464";"A018984";"A048710";"2031270";"MOG0095";"PV31    ";"2018JJ00";;
"114465";"A018984";"A048710";"2031270";"MOG0095";"PV31    ";"2019JJ00";"0.28";"9"
"114466";"A018984";"A048710";"2031270";"MOG0095";"PV31    ";"2020JJ00";;
"114467";"A018984";"A048710";"2031270";"MOG0095";"PV31    ";"2021JJ00";;
"114488";"A018984";"A048710";"2031270";"MBG0095";"NL01    ";"2018JJ00";"0.7";"22"
"114489";"A018984";"A048710";"2031270";"MBG0095";"NL01    ";"2019JJ00";"0.7";"22"
"114490";"A018984";"A048710";"2031270";"MBG0095";"NL01    ";"2020JJ00";"0.5";"15"
"114491";"A018984";"A048710";"2031270";"MBG0095";"NL01    ";"2021JJ00";"0.56";"17"
"114492";"A018984";"A048710";"2031270";"MBG0095";"LD01    ";"2018JJ00";"0.83";"26"
"114493";"A018984";"A048710";"2031270";"MBG0095";"LD01    ";"2019JJ00";"0.81";"25"
"114494";"A018984";"A048710";"2031270";"MBG0095";"LD01    ";"2020JJ00";"0.57";"18"
"114495";"A018984";"A048710";"2031270";"MBG0095";"LD01    ";"2021JJ00";"0.62";"19"
"114496";"A018984";"A048710";"2031270";"MBG0095";"LD02    ";"2018JJ00";"0.79";"25"
"114497";"A018984";"A048710";"2031270";"MBG0095";"LD02    ";"2019JJ00";"0.83";"26"
"114498";"A018984";"A048710";"2031270";"MBG0095";"LD02    ";"2020JJ00";"0.5";"15"
"114499";"A018984";"A048710";"2031270";"MBG0095";"LD02    ";"2021JJ00";"0.61";"19"
"114500";"A018984";"A048710";"2031270";"MBG0095";"LD03    ";"2018JJ00";"0.71";"22"
"114501";"A018984";"A048710";"2031270";"MBG0095";"LD03    ";"2019JJ00";"0.74";"23"
"114502";"A018984";"A048710";"2031270";"MBG0095";"LD03    ";"2020JJ00";"0.54";"17"
"114503";"A018984";"A048710";"2031270";"MBG0095";"LD03    ";"2021JJ00";"0.6";"19"
"114504";"A018984";"A048710";"2031270";"MBG0095";"LD04    ";"2018JJ00";"0.73";"22"
"114505";"A018984";"A048710";"2031270";"MBG0095";"LD04    ";"2019JJ00";"0.61";"19"
"114506";"A018984";"A048710";"2031270";"MBG0095";"LD04    ";"2020JJ00";"0.5";"16"
"114507";"A018984";"A048710";"2031270";"MBG0095";"LD04    ";"2021JJ00";"0.52";"16"
"114508";"A018984";"A048710";"2031270";"MBG0095";"PV20    ";"2018JJ00";;
"114509";"A018984";"A048710";"2031270";"MBG0095";"PV20    ";"2019JJ00";;
"114510";"A018984";"A048710";"2031270";"MBG0095";"PV20    ";"2020JJ00";;
"114511";"A018984";"A048710";"2031270";"MBG0095";"PV20    ";"2021JJ00";;
"114512";"A018984";"A048710";"2031270";"MBG0095";"PV21    ";"2018JJ00";;
"114513";"A018984";"A048710";"2031270";"MBG0095";"PV21    ";"2019JJ00";;
"114514";"A018984";"A048710";"2031270";"MBG0095";"PV21    ";"2020JJ00";;
"114515";"A018984";"A048710";"2031270";"MBG0095";"PV21    ";"2021JJ00";;
"114516";"A018984";"A048710";"2031270";"MBG0095";"PV22    ";"2018JJ00";;
"114517";"A018984";"A048710";"2031270";"MBG0095";"PV22    ";"2019JJ00";;
"114518";"A018984";"A048710";"2031270";"MBG0095";"PV22    ";"2020JJ00";;
"114519";"A018984";"A048710";"2031270";"MBG0095";"PV22    ";"2021JJ00";;
"114520";"A018984";"A048710";"2031270";"MBG0095";"PV23    ";"2018JJ00";"0.95";"29"
"114521";"A018984";"A048710";"2031270";"MBG0095";"PV23    ";"2019JJ00";"1.04";"32"
"114522";"A018984";"A048710";"2031270";"MBG0095";"PV23    ";"2020JJ00";"0.68";"21"
"114523";"A018984";"A048710";"2031270";"MBG0095";"PV23    ";"2021JJ00";"0.74";"23"
"114524";"A018984";"A048710";"2031270";"MBG0095";"PV24    ";"2018JJ00";;
"114525";"A018984";"A048710";"2031270";"MBG0095";"PV24    ";"2019JJ00";;
"114526";"A018984";"A048710";"2031270";"MBG0095";"PV24    ";"2020JJ00";;
"114527";"A018984";"A048710";"2031270";"MBG0095";"PV24    ";"2021JJ00";;
"114528";"A018984";"A048710";"2031270";"MBG0095";"PV25    ";"2018JJ00";"0.86";"27"
"114529";"A018984";"A048710";"2031270";"MBG0095";"PV25    ";"2019JJ00";"0.89";"28"
"114530";"A018984";"A048710";"2031270";"MBG0095";"PV25    ";"2020JJ00";"0.49";"15"
"114531";"A018984";"A048710";"2031270";"MBG0095";"PV25    ";"2021JJ00";"0.64";"20"
"114532";"A018984";"A048710";"2031270";"MBG0095";"PV26    ";"2018JJ00";"1.07";"33"
"114533";"A018984";"A048710";"2031270";"MBG0095";"PV26    ";"2019JJ00";"0.96";"30"
"114534";"A018984";"A048710";"2031270";"MBG0095";"PV26    ";"2020JJ00";"0.67";"21"
"114535";"A018984";"A048710";"2031270";"MBG0095";"PV26    ";"2021JJ00";"0.77";"24"
"114536";"A018984";"A048710";"2031270";"MBG0095";"PV27    ";"2018JJ00";"0.67";"21"
"114537";"A018984";"A048710";"2031270";"MBG0095";"PV27    ";"2019JJ00";"0.82";"25"
"114538";"A018984";"A048710";"2031270";"MBG0095";"PV27    ";"2020JJ00";"0.6";"19"
"114539";"A018984";"A048710";"2031270";"MBG0095";"PV27    ";"2021JJ00";"0.71";"22"
"114540";"A018984";"A048710";"2031270";"MBG0095";"PV28    ";"2018JJ00";"0.71";"22"
"114541";"A018984";"A048710";"2031270";"MBG0095";"PV28    ";"2019JJ00";"0.7";"22"
"114542";"A018984";"A048710";"2031270";"MBG0095";"PV28    ";"2020JJ00";"0.51";"16"
"114543";"A018984";"A048710";"2031270";"MBG0095";"PV28    ";"2021JJ00";"0.56";"17"
"114544";"A018984";"A048710";"2031270";"MBG0095";"PV29    ";"2018JJ00";;
"114545";"A018984";"A048710";"2031270";"MBG0095";"PV29    ";"2019JJ00";;
"114546";"A018984";"A048710";"2031270";"MBG0095";"PV29    ";"2020JJ00";;
"114547";"A018984";"A048710";"2031270";"MBG0095";"PV29    ";"2021JJ00";;
"114548";"A018984";"A048710";"2031270";"MBG0095";"PV30    ";"2018JJ00";"0.84";"26"
"114549";"A018984";"A048710";"2031270";"MBG0095";"PV30    ";"2019JJ00";"0.68";"21"
"114550";"A018984";"A048710";"2031270";"MBG0095";"PV30    ";"2020JJ00";"0.59";"18"
"114551";"A018984";"A048710";"2031270";"MBG0095";"PV30    ";"2021JJ00";"0.59";"18"
"114552";"A018984";"A048710";"2031270";"MBG0095";"PV31    ";"2018JJ00";;
"114553";"A018984";"A048710";"2031270";"MBG0095";"PV31    ";"2019JJ00";"0.54";"17"
"114554";"A018984";"A048710";"2031270";"MBG0095";"PV31    ";"2020JJ00";;
"114555";"A018984";"A048710";"2031270";"MBG0095";"PV31    ";"2021JJ00";;
"130680";"A018985";"A048710";"2031090";"MW00000";"NL01    ";"2018JJ00";"0.4";"21"
"130681";"A018985";"A048710";"2031090";"MW00000";"NL01    ";"2019JJ00";"0.37";"19"
"130682";"A018985";"A048710";"2031090";"MW00000";"NL01    ";"2020JJ00";"0.45";"23"
"130683";"A018985";"A048710";"2031090";"MW00000";"NL01    ";"2021JJ00";"0.53";"28"
"130684";"A018985";"A048710";"2031090";"MW00000";"LD01    ";"2018JJ00";"0.36";"19"
"130685";"A018985";"A048710";"2031090";"MW00000";"LD01    ";"2019JJ00";"0.35";"18"
"130686";"A018985";"A048710";"2031090";"MW00000";"LD01    ";"2020JJ00";"0.36";"19"
"130687";"A018985";"A048710";"2031090";"MW00000";"LD01    ";"2021JJ00";"0.48";"25"
"130688";"A018985";"A048710";"2031090";"MW00000";"LD02    ";"2018JJ00";"0.38";"20"
"130689";"A018985";"A048710";"2031090";"MW00000";"LD02    ";"2019JJ00";"0.37";"19"
"130690";"A018985";"A048710";"2031090";"MW00000";"LD02    ";"2020JJ00";"0.44";"23"
"130691";"A018985";"A048710";"2031090";"MW00000";"LD02    ";"2021JJ00";"0.51";"26"
"130692";"A018985";"A048710";"2031090";"MW00000";"LD03    ";"2018JJ00";"0.41";"21"
"130693";"A018985";"A048710";"2031090";"MW00000";"LD03    ";"2019JJ00";"0.37";"19"
"130694";"A018985";"A048710";"2031090";"MW00000";"LD03    ";"2020JJ00";"0.46";"24"
"130695";"A018985";"A048710";"2031090";"MW00000";"LD03    ";"2021JJ00";"0.54";"28"
"130696";"A018985";"A048710";"2031090";"MW00000";"LD04    ";"2018JJ00";"0.41";"21"
"130697";"A018985";"A048710";"2031090";"MW00000";"LD04    ";"2019JJ00";"0.36";"19"
"130698";"A018985";"A048710";"2031090";"MW00000";"LD04    ";"2020JJ00";"0.48";"25"
"130699";"A018985";"A048710";"2031090";"MW00000";"LD04    ";"2021JJ00";"0.58";"30"
"130700";"A018985";"A048710";"2031090";"MW00000";"PV20    ";"2018JJ00";"0.43";"22"
"130701";"A018985";"A048710";"2031090";"MW00000";"PV20    ";"2019JJ00";;
"130702";"A018985";"A048710";"2031090";"MW00000";"PV20    ";"2020JJ00";"0.35";"18"
"130703";"A018985";"A048710";"2031090";"MW00000";"PV20    ";"2021JJ00";"0.44";"23"
"130704";"A018985";"A048710";"2031090";"MW00000";"PV21    ";"2018JJ00";"0.37";"19"
"130705";"A018985";"A048710";"2031090";"MW00000";"PV21    ";"2019JJ00";;
"130706";"A018985";"A048710";"2031090";"MW00000";"PV21    ";"2020JJ00";"0.39";"20"
"130707";"A018985";"A048710";"2031090";"MW00000";"PV21    ";"2021JJ00";"0.51";"27"
"130708";"A018985";"A048710";"2031090";"MW00000";"PV22    ";"2018JJ00";;
"130709";"A018985";"A048710";"2031090";"MW00000";"PV22    ";"2019JJ00";;
"130710";"A018985";"A048710";"2031090";"MW00000";"PV22    ";"2020JJ00";;
"130711";"A018985";"A048710";"2031090";"MW00000";"PV22    ";"2021JJ00";"0.48";"25"
"130712";"A018985";"A048710";"2031090";"MW00000";"PV23    ";"2018JJ00";"0.4";"21"
"130713";"A018985";"A048710";"2031090";"MW00000";"PV23    ";"2019JJ00";"0.35";"18"
"130714";"A018985";"A048710";"2031090";"MW00000";"PV23    ";"2020JJ00";"0.45";"24"
"130715";"A018985";"A048710";"2031090";"MW00000";"PV23    ";"2021JJ00";"0.46";"24"
"130716";"A018985";"A048710";"2031090";"MW00000";"PV24    ";"2018JJ00";;
"130717";"A018985";"A048710";"2031090";"MW00000";"PV24    ";"2019JJ00";;
"130718";"A018985";"A048710";"2031090";"MW00000";"PV24    ";"2020JJ00";"0.4";"21"
"130719";"A018985";"A048710";"2031090";"MW00000";"PV24    ";"2021JJ00";"0.41";"21"
"130720";"A018985";"A048710";"2031090";"MW00000";"PV25    ";"2018JJ00";"0.4";"21"
"130721";"A018985";"A048710";"2031090";"MW00000";"PV25    ";"2019JJ00";"0.38";"20"
"130722";"A018985";"A048710";"2031090";"MW00000";"PV25    ";"2020JJ00";"0.43";"22"
"130723";"A018985";"A048710";"2031090";"MW00000";"PV25    ";"2021JJ00";"0.55";"29"
"130724";"A018985";"A048710";"2031090";"MW00000";"PV26    ";"2018JJ00";"0.37";"19"
"130725";"A018985";"A048710";"2031090";"MW00000";"PV26    ";"2019JJ00";"0.32";"16"
"130726";"A018985";"A048710";"2031090";"MW00000";"PV26    ";"2020JJ00";"0.48";"25"
"130727";"A018985";"A048710";"2031090";"MW00000";"PV26    ";"2021JJ00";"0.56";"29"
"130728";"A018985";"A048710";"2031090";"MW00000";"PV27    ";"2018JJ00";"0.4";"21"
"130729";"A018985";"A048710";"2031090";"MW00000";"PV27    ";"2019JJ00";"0.4";"21"
"130730";"A018985";"A048710";"2031090";"MW00000";"PV27    ";"2020JJ00";"0.46";"24"
"130731";"A018985";"A048710";"2031090";"MW00000";"PV27    ";"2021JJ00";"0.53";"28"
"130732";"A018985";"A048710";"2031090";"MW00000";"PV28    ";"2018JJ00";"0.41";"22"
"130733";"A018985";"A048710";"2031090";"MW00000";"PV28    ";"2019JJ00";"0.36";"19"
"130734";"A018985";"A048710";"2031090";"MW00000";"PV28    ";"2020JJ00";"0.46";"24"
"130735";"A018985";"A048710";"2031090";"MW00000";"PV28    ";"2021JJ00";"0.53";"27"
"130736";"A018985";"A048710";"2031090";"MW00000";"PV29    ";"2018JJ00";;
"130737";"A018985";"A048710";"2031090";"MW00000";"PV29    ";"2019JJ00";;
"130738";"A018985";"A048710";"2031090";"MW00000";"PV29    ";"2020JJ00";;
"130739";"A018985";"A048710";"2031090";"MW00000";"PV29    ";"2021JJ00";"0.56";"29"
"130740";"A018985";"A048710";"2031090";"MW00000";"PV30    ";"2018JJ00";"0.4";"21"
"130741";"A018985";"A048710";"2031090";"MW00000";"PV30    ";"2019JJ00";"0.36";"19"
"130742";"A018985";"A048710";"2031090";"MW00000";"PV30    ";"2020JJ00";"0.48";"25"
"130743";"A018985";"A048710";"2031090";"MW00000";"PV30    ";"2021JJ00";"0.56";"29"
"130744";"A018985";"A048710";"2031090";"MW00000";"PV31    ";"2018JJ00";"0.45";"23"
"130745";"A018985";"A048710";"2031090";"MW00000";"PV31    ";"2019JJ00";"0.37";"19"
"130746";"A018985";"A048710";"2031090";"MW00000";"PV31    ";"2020JJ00";"0.48";"25"
"130747";"A018985";"A048710";"2031090";"MW00000";"PV31    ";"2021JJ00";"0.63";"33"
"130768";"A018985";"A048710";"2031090";"MOG0095";"NL01    ";"2018JJ00";"0.38";"20"
"130769";"A018985";"A048710";"2031090";"MOG0095";"NL01    ";"2019JJ00";"0.35";"18"
"130770";"A018985";"A048710";"2031090";"MOG0095";"NL01    ";"2020JJ00";"0.43";"22"
"130771";"A018985";"A048710";"2031090";"MOG0095";"NL01    ";"2021JJ00";"0.51";"27"
"130772";"A018985";"A048710";"2031090";"MOG0095";"LD01    ";"2018JJ00";"0.3";"15"
"130773";"A018985";"A048710";"2031090";"MOG0095";"LD01    ";"2019JJ00";"0.28";"14"
"130774";"A018985";"A048710";"2031090";"MOG0095";"LD01    ";"2020JJ00";"0.3";"16"
"130775";"A018985";"A048710";"2031090";"MOG0095";"LD01    ";"2021JJ00";"0.41";"21"
"130776";"A018985";"A048710";"2031090";"MOG0095";"LD02    ";"2018JJ00";"0.34";"18"
"130777";"A018985";"A048710";"2031090";"MOG0095";"LD02    ";"2019JJ00";"0.32";"17"
"130778";"A018985";"A048710";"2031090";"MOG0095";"LD02    ";"2020JJ00";"0.39";"20"
"130779";"A018985";"A048710";"2031090";"MOG0095";"LD02    ";"2021JJ00";"0.46";"24"
"130780";"A018985";"A048710";"2031090";"MOG0095";"LD03    ";"2018JJ00";"0.37";"19"
"130781";"A018985";"A048710";"2031090";"MOG0095";"LD03    ";"2019JJ00";"0.34";"18"
"130782";"A018985";"A048710";"2031090";"MOG0095";"LD03    ";"2020JJ00";"0.43";"22"
"130783";"A018985";"A048710";"2031090";"MOG0095";"LD03    ";"2021JJ00";"0.51";"26"
"130784";"A018985";"A048710";"2031090";"MOG0095";"LD04    ";"2018JJ00";"0.37";"19"
"130785";"A018985";"A048710";"2031090";"MOG0095";"LD04    ";"2019JJ00";"0.32";"16"
"130786";"A018985";"A048710";"2031090";"MOG0095";"LD04    ";"2020JJ00";"0.43";"22"
"130787";"A018985";"A048710";"2031090";"MOG0095";"LD04    ";"2021JJ00";"0.53";"27"
"130788";"A018985";"A048710";"2031090";"MOG0095";"PV20    ";"2018JJ00";"0.3";"15"
"130789";"A018985";"A048710";"2031090";"MOG0095";"PV20    ";"2019JJ00";;
"130790";"A018985";"A048710";"2031090";"MOG0095";"PV20    ";"2020JJ00";"0.25";"13"
"130791";"A018985";"A048710";"2031090";"MOG0095";"PV20    ";"2021JJ00";"0.32";"17"
"130792";"A018985";"A048710";"2031090";"MOG0095";"PV21    ";"2018JJ00";"0.26";"13"
"130793";"A018985";"A048710";"2031090";"MOG0095";"PV21    ";"2019JJ00";;
"130794";"A018985";"A048710";"2031090";"MOG0095";"PV21    ";"2020JJ00";"0.29";"15"
"130795";"A018985";"A048710";"2031090";"MOG0095";"PV21    ";"2021JJ00";"0.41";"21"
"130796";"A018985";"A048710";"2031090";"MOG0095";"PV22    ";"2018JJ00";;
"130797";"A018985";"A048710";"2031090";"MOG0095";"PV22    ";"2019JJ00";;
"130798";"A018985";"A048710";"2031090";"MOG0095";"PV22    ";"2020JJ00";;
"130799";"A018985";"A048710";"2031090";"MOG0095";"PV22    ";"2021JJ00";"0.35";"18"
"130800";"A018985";"A048710";"2031090";"MOG0095";"PV23    ";"2018JJ00";"0.32";"16"
"130801";"A018985";"A048710";"2031090";"MOG0095";"PV23    ";"2019JJ00";"0.27";"14"
"130802";"A018985";"A048710";"2031090";"MOG0095";"PV23    ";"2020JJ00";"0.37";"19"
"130803";"A018985";"A048710";"2031090";"MOG0095";"PV23    ";"2021JJ00";"0.39";"20"
"130804";"A018985";"A048710";"2031090";"MOG0095";"PV24    ";"2018JJ00";;
"130805";"A018985";"A048710";"2031090";"MOG0095";"PV24    ";"2019JJ00";;
"130806";"A018985";"A048710";"2031090";"MOG0095";"PV24    ";"2020JJ00";"0.25";"13"
"130807";"A018985";"A048710";"2031090";"MOG0095";"PV24    ";"2021JJ00";"0.3";"16"
"130808";"A018985";"A048710";"2031090";"MOG0095";"PV25    ";"2018JJ00";"0.34";"17"
"130809";"A018985";"A048710";"2031090";"MOG0095";"PV25    ";"2019JJ00";"0.31";"16"
"130810";"A018985";"A048710";"2031090";"MOG0095";"PV25    ";"2020JJ00";"0.37";"19"
"130811";"A018985";"A048710";"2031090";"MOG0095";"PV25    ";"2021JJ00";"0.48";"25"
"130812";"A018985";"A048710";"2031090";"MOG0095";"PV26    ";"2018JJ00";"0.3";"15"
"130813";"A018985";"A048710";"2031090";"MOG0095";"PV26    ";"2019JJ00";"0.24";"13"
"130814";"A018985";"A048710";"2031090";"MOG0095";"PV26    ";"2020JJ00";"0.42";"22"
"130815";"A018985";"A048710";"2031090";"MOG0095";"PV26    ";"2021JJ00";"0.5";"26"
"130816";"A018985";"A048710";"2031090";"MOG0095";"PV27    ";"2018JJ00";"0.35";"18"
"130817";"A018985";"A048710";"2031090";"MOG0095";"PV27    ";"2019JJ00";"0.34";"18"
"130818";"A018985";"A048710";"2031090";"MOG0095";"PV27    ";"2020JJ00";"0.41";"21"
"130819";"A018985";"A048710";"2031090";"MOG0095";"PV27    ";"2021JJ00";"0.48";"25"
"130820";"A018985";"A048710";"2031090";"MOG0095";"PV28    ";"2018JJ00";"0.36";"19"
"130821";"A018985";"A048710";"2031090";"MOG0095";"PV28    ";"2019JJ00";"0.32";"17"
"130822";"A018985";"A048710";"2031090";"MOG0095";"PV28    ";"2020JJ00";"0.41";"22"
"130823";"A018985";"A048710";"2031090";"MOG0095";"PV28    ";"2021JJ00";"0.49";"25"
"130824";"A018985";"A048710";"2031090";"MOG0095";"PV29    ";"2018JJ00";;
"130825";"A018985";"A048710";"2031090";"MOG0095";"PV29    ";"2019JJ00";;
"130826";"A018985";"A048710";"2031090";"MOG0095";"PV29    ";"2020JJ00";;
"130827";"A018985";"A048710";"2031090";"MOG0095";"PV29    ";"2021JJ00";"0.41";"21"
"130828";"A018985";"A048710";"2031090";"MOG0095";"PV30    ";"2018JJ00";"0.34";"18"
"130829";"A018985";"A048710";"2031090";"MOG0095";"PV30    ";"2019JJ00";"0.3";"16"
"130830";"A018985";"A048710";"2031090";"MOG0095";"PV30    ";"2020JJ00";"0.42";"22"
"130831";"A018985";"A048710";"2031090";"MOG0095";"PV30    ";"2021JJ00";"0.5";"26"
"130832";"A018985";"A048710";"2031090";"MOG0095";"PV31    ";"2018JJ00";"0.36";"19"
"130833";"A018985";"A048710";"2031090";"MOG0095";"PV31    ";"2019JJ00";"0.29";"15"
"130834";"A018985";"A048710";"2031090";"MOG0095";"PV31    ";"2020JJ00";"0.39";"20"
"130835";"A018985";"A048710";"2031090";"MOG0095";"PV31    ";"2021JJ00";"0.51";"27"
"130856";"A018985";"A048710";"2031090";"MBG0095";"NL01    ";"2018JJ00";"0.42";"22"
"130857";"A018985";"A048710";"2031090";"MBG0095";"NL01    ";"2019JJ00";"0.39";"20"
"130858";"A018985";"A048710";"2031090";"MBG0095";"NL01    ";"2020JJ00";"0.47";"24"
"130859";"A018985";"A048710";"2031090";"MBG0095";"NL01    ";"2021JJ00";"0.56";"29"
"130860";"A018985";"A048710";"2031090";"MBG0095";"LD01    ";"2018JJ00";"0.43";"22"
"130861";"A018985";"A048710";"2031090";"MBG0095";"LD01    ";"2019JJ00";"0.43";"22"
"130862";"A018985";"A048710";"2031090";"MBG0095";"LD01    ";"2020JJ00";"0.42";"22"
"130863";"A018985";"A048710";"2031090";"MBG0095";"LD01    ";"2021JJ00";"0.54";"28"
"130864";"A018985";"A048710";"2031090";"MBG0095";"LD02    ";"2018JJ00";"0.43";"22"
"130865";"A018985";"A048710";"2031090";"MBG0095";"LD02    ";"2019JJ00";"0.42";"22"
"130866";"A018985";"A048710";"2031090";"MBG0095";"LD02    ";"2020JJ00";"0.48";"25"
"130867";"A018985";"A048710";"2031090";"MBG0095";"LD02    ";"2021JJ00";"0.56";"29"
"130868";"A018985";"A048710";"2031090";"MBG0095";"LD03    ";"2018JJ00";"0.44";"23"
"130869";"A018985";"A048710";"2031090";"MBG0095";"LD03    ";"2019JJ00";"0.4";"21"
"130870";"A018985";"A048710";"2031090";"MBG0095";"LD03    ";"2020JJ00";"0.49";"25"
"130871";"A018985";"A048710";"2031090";"MBG0095";"LD03    ";"2021JJ00";"0.56";"29"
"130872";"A018985";"A048710";"2031090";"MBG0095";"LD04    ";"2018JJ00";"0.46";"24"
"130873";"A018985";"A048710";"2031090";"MBG0095";"LD04    ";"2019JJ00";"0.41";"21"
"130874";"A018985";"A048710";"2031090";"MBG0095";"LD04    ";"2020JJ00";"0.53";"27"
"130875";"A018985";"A048710";"2031090";"MBG0095";"LD04    ";"2021JJ00";"0.64";"33"
"130876";"A018985";"A048710";"2031090";"MBG0095";"PV20    ";"2018JJ00";"0.56";"29"
"130877";"A018985";"A048710";"2031090";"MBG0095";"PV20    ";"2019JJ00";;
"130878";"A018985";"A048710";"2031090";"MBG0095";"PV20    ";"2020JJ00";"0.46";"24"
"130879";"A018985";"A048710";"2031090";"MBG0095";"PV20    ";"2021JJ00";"0.56";"29"
"130880";"A018985";"A048710";"2031090";"MBG0095";"PV21    ";"2018JJ00";"0.47";"25"
"130881";"A018985";"A048710";"2031090";"MBG0095";"PV21    ";"2019JJ00";;
"130882";"A018985";"A048710";"2031090";"MBG0095";"PV21    ";"2020JJ00";"0.48";"25"
"130883";"A018985";"A048710";"2031090";"MBG0095";"PV21    ";"2021JJ00";"0.62";"32"
"130884";"A018985";"A048710";"2031090";"MBG0095";"PV22    ";"2018JJ00";;
"130885";"A018985";"A048710";"2031090";"MBG0095";"PV22    ";"2019JJ00";;
"130886";"A018985";"A048710";"2031090";"MBG0095";"PV22    ";"2020JJ00";;
"130887";"A018985";"A048710";"2031090";"MBG0095";"PV22    ";"2021JJ00";"0.6";"31"
"130888";"A018985";"A048710";"2031090";"MBG0095";"PV23    ";"2018JJ00";"0.47";"25"
"130889";"A018985";"A048710";"2031090";"MBG0095";"PV23    ";"2019JJ00";"0.43";"23"
"130890";"A018985";"A048710";"2031090";"MBG0095";"PV23    ";"2020JJ00";"0.54";"28"
"130891";"A018985";"A048710";"2031090";"MBG0095";"PV23    ";"2021JJ00";"0.54";"28"
"130892";"A018985";"A048710";"2031090";"MBG0095";"PV24    ";"2018JJ00";;
