"ID";"ModesOfTravel";"Population";"TripCharacteristics";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"Trips_4"
"7887";"T001093";"A048710";"2031230";"MBG0095";"PV28    ";"2021JJ00";"2.44";"76"
"7888";"T001093";"A048710";"2031230";"MBG0095";"PV29    ";"2018JJ00";"3.15";"98"
"7889";"T001093";"A048710";"2031230";"MBG0095";"PV29    ";"2019JJ00";"2.97";"92"
"7890";"T001093";"A048710";"2031230";"MBG0095";"PV29    ";"2020JJ00";"2.32";"72"
"7891";"T001093";"A048710";"2031230";"MBG0095";"PV29    ";"2021JJ00";"2.95";"92"
"7892";"T001093";"A048710";"2031230";"MBG0095";"PV30    ";"2018JJ00";"2.71";"84"
"7893";"T001093";"A048710";"2031230";"MBG0095";"PV30    ";"2019JJ00";"2.82";"87"
"7894";"T001093";"A048710";"2031230";"MBG0095";"PV30    ";"2020JJ00";"2.68";"83"
"7895";"T001093";"A048710";"2031230";"MBG0095";"PV30    ";"2021JJ00";"2.56";"79"
"7896";"T001093";"A048710";"2031230";"MBG0095";"PV31    ";"2018JJ00";"2.59";"80"
"7897";"T001093";"A048710";"2031230";"MBG0095";"PV31    ";"2019JJ00";"2.93";"91"
"7898";"T001093";"A048710";"2031230";"MBG0095";"PV31    ";"2020JJ00";"2.85";"88"
"7899";"T001093";"A048710";"2031230";"MBG0095";"PV31    ";"2021JJ00";"2.78";"86"
"7920";"T001093";"A048710";"2031240";"MW00000";"NL01    ";"2018JJ00";"2.91";"87"
"7921";"T001093";"A048710";"2031240";"MW00000";"NL01    ";"2019JJ00";"2.77";"83"
"7922";"T001093";"A048710";"2031240";"MW00000";"NL01    ";"2020JJ00";"2.66";"80"
"7923";"T001093";"A048710";"2031240";"MW00000";"NL01    ";"2021JJ00";"2.87";"86"
"7924";"T001093";"A048710";"2031240";"MW00000";"LD01    ";"2018JJ00";"2.95";"89"
"7925";"T001093";"A048710";"2031240";"MW00000";"LD01    ";"2019JJ00";"2.55";"76"
"7926";"T001093";"A048710";"2031240";"MW00000";"LD01    ";"2020JJ00";"2.81";"84"
"7927";"T001093";"A048710";"2031240";"MW00000";"LD01    ";"2021JJ00";"3.16";"95"
"7928";"T001093";"A048710";"2031240";"MW00000";"LD02    ";"2018JJ00";"2.94";"88"
"7929";"T001093";"A048710";"2031240";"MW00000";"LD02    ";"2019JJ00";"2.8";"84"
"7930";"T001093";"A048710";"2031240";"MW00000";"LD02    ";"2020JJ00";"2.86";"86"
"7931";"T001093";"A048710";"2031240";"MW00000";"LD02    ";"2021JJ00";"2.86";"86"
"7932";"T001093";"A048710";"2031240";"MW00000";"LD03    ";"2018JJ00";"2.89";"87"
"7933";"T001093";"A048710";"2031240";"MW00000";"LD03    ";"2019JJ00";"2.75";"83"
"7934";"T001093";"A048710";"2031240";"MW00000";"LD03    ";"2020JJ00";"2.54";"76"
"7935";"T001093";"A048710";"2031240";"MW00000";"LD03    ";"2021JJ00";"2.8";"84"
"7936";"T001093";"A048710";"2031240";"MW00000";"LD04    ";"2018JJ00";"2.89";"87"
"7937";"T001093";"A048710";"2031240";"MW00000";"LD04    ";"2019JJ00";"2.87";"86"
"7938";"T001093";"A048710";"2031240";"MW00000";"LD04    ";"2020JJ00";"2.66";"80"
"7939";"T001093";"A048710";"2031240";"MW00000";"LD04    ";"2021JJ00";"2.9";"87"
"7940";"T001093";"A048710";"2031240";"MW00000";"PV20    ";"2018JJ00";"3.28";"98"
"7941";"T001093";"A048710";"2031240";"MW00000";"PV20    ";"2019JJ00";"2.51";"75"
"7942";"T001093";"A048710";"2031240";"MW00000";"PV20    ";"2020JJ00";"2.59";"78"
"7943";"T001093";"A048710";"2031240";"MW00000";"PV20    ";"2021JJ00";"3.03";"91"
"7944";"T001093";"A048710";"2031240";"MW00000";"PV21    ";"2018JJ00";"2.67";"80"
"7945";"T001093";"A048710";"2031240";"MW00000";"PV21    ";"2019JJ00";"2.5";"75"
"7946";"T001093";"A048710";"2031240";"MW00000";"PV21    ";"2020JJ00";"2.92";"88"
"7947";"T001093";"A048710";"2031240";"MW00000";"PV21    ";"2021JJ00";"3.09";"93"
"7948";"T001093";"A048710";"2031240";"MW00000";"PV22    ";"2018JJ00";"2.94";"88"
"7949";"T001093";"A048710";"2031240";"MW00000";"PV22    ";"2019JJ00";"2.65";"80"
"7950";"T001093";"A048710";"2031240";"MW00000";"PV22    ";"2020JJ00";"2.92";"87"
"7951";"T001093";"A048710";"2031240";"MW00000";"PV22    ";"2021JJ00";"3.42";"103"
"7952";"T001093";"A048710";"2031240";"MW00000";"PV23    ";"2018JJ00";"3.11";"93"
"7953";"T001093";"A048710";"2031240";"MW00000";"PV23    ";"2019JJ00";"2.99";"90"
"7954";"T001093";"A048710";"2031240";"MW00000";"PV23    ";"2020JJ00";"3.23";"97"
"7955";"T001093";"A048710";"2031240";"MW00000";"PV23    ";"2021JJ00";"2.88";"86"
"7956";"T001093";"A048710";"2031240";"MW00000";"PV24    ";"2018JJ00";"2.81";"84"
"7957";"T001093";"A048710";"2031240";"MW00000";"PV24    ";"2019JJ00";"2.62";"79"
"7958";"T001093";"A048710";"2031240";"MW00000";"PV24    ";"2020JJ00";"2.51";"75"
"7959";"T001093";"A048710";"2031240";"MW00000";"PV24    ";"2021JJ00";"2.55";"77"
"7960";"T001093";"A048710";"2031240";"MW00000";"PV25    ";"2018JJ00";"2.88";"86"
"7961";"T001093";"A048710";"2031240";"MW00000";"PV25    ";"2019JJ00";"2.73";"82"
"7962";"T001093";"A048710";"2031240";"MW00000";"PV25    ";"2020JJ00";"2.73";"82"
"7963";"T001093";"A048710";"2031240";"MW00000";"PV25    ";"2021JJ00";"2.9";"87"
"7964";"T001093";"A048710";"2031240";"MW00000";"PV26    ";"2018JJ00";"2.97";"89"
"7965";"T001093";"A048710";"2031240";"MW00000";"PV26    ";"2019JJ00";"2.71";"81"
"7966";"T001093";"A048710";"2031240";"MW00000";"PV26    ";"2020JJ00";"2.79";"84"
"7967";"T001093";"A048710";"2031240";"MW00000";"PV26    ";"2021JJ00";"2.92";"88"
"7968";"T001093";"A048710";"2031240";"MW00000";"PV27    ";"2018JJ00";"2.87";"86"
"7969";"T001093";"A048710";"2031240";"MW00000";"PV27    ";"2019JJ00";"2.77";"83"
"7970";"T001093";"A048710";"2031240";"MW00000";"PV27    ";"2020JJ00";"2.44";"73"
"7971";"T001093";"A048710";"2031240";"MW00000";"PV27    ";"2021JJ00";"2.73";"82"
"7972";"T001093";"A048710";"2031240";"MW00000";"PV28    ";"2018JJ00";"2.87";"86"
"7973";"T001093";"A048710";"2031240";"MW00000";"PV28    ";"2019JJ00";"2.74";"82"
"7974";"T001093";"A048710";"2031240";"MW00000";"PV28    ";"2020JJ00";"2.47";"74"
"7975";"T001093";"A048710";"2031240";"MW00000";"PV28    ";"2021JJ00";"2.77";"83"
"7976";"T001093";"A048710";"2031240";"MW00000";"PV29    ";"2018JJ00";"2.96";"89"
"7977";"T001093";"A048710";"2031240";"MW00000";"PV29    ";"2019JJ00";"2.94";"88"
"7978";"T001093";"A048710";"2031240";"MW00000";"PV29    ";"2020JJ00";"3.17";"95"
"7979";"T001093";"A048710";"2031240";"MW00000";"PV29    ";"2021JJ00";"3.24";"97"
"7980";"T001093";"A048710";"2031240";"MW00000";"PV30    ";"2018JJ00";"2.93";"88"
"7981";"T001093";"A048710";"2031240";"MW00000";"PV30    ";"2019JJ00";"2.89";"87"
"7982";"T001093";"A048710";"2031240";"MW00000";"PV30    ";"2020JJ00";"2.65";"80"
"7983";"T001093";"A048710";"2031240";"MW00000";"PV30    ";"2021JJ00";"2.94";"88"
"7984";"T001093";"A048710";"2031240";"MW00000";"PV31    ";"2018JJ00";"2.82";"85"
"7985";"T001093";"A048710";"2031240";"MW00000";"PV31    ";"2019JJ00";"2.84";"85"
"7986";"T001093";"A048710";"2031240";"MW00000";"PV31    ";"2020JJ00";"2.69";"81"
"7987";"T001093";"A048710";"2031240";"MW00000";"PV31    ";"2021JJ00";"2.82";"85"
"8008";"T001093";"A048710";"2031240";"MOG0095";"NL01    ";"2018JJ00";"2.84";"85"
"8009";"T001093";"A048710";"2031240";"MOG0095";"NL01    ";"2019JJ00";"2.69";"81"
"8010";"T001093";"A048710";"2031240";"MOG0095";"NL01    ";"2020JJ00";"2.59";"78"
"8011";"T001093";"A048710";"2031240";"MOG0095";"NL01    ";"2021JJ00";"2.8";"84"
"8012";"T001093";"A048710";"2031240";"MOG0095";"LD01    ";"2018JJ00";"2.74";"82"
"8013";"T001093";"A048710";"2031240";"MOG0095";"LD01    ";"2019JJ00";"2.3";"69"
"8014";"T001093";"A048710";"2031240";"MOG0095";"LD01    ";"2020JJ00";"2.55";"77"
"8015";"T001093";"A048710";"2031240";"MOG0095";"LD01    ";"2021JJ00";"2.94";"88"
"8016";"T001093";"A048710";"2031240";"MOG0095";"LD02    ";"2018JJ00";"2.79";"84"
"8017";"T001093";"A048710";"2031240";"MOG0095";"LD02    ";"2019JJ00";"2.63";"79"
"8018";"T001093";"A048710";"2031240";"MOG0095";"LD02    ";"2020JJ00";"2.69";"81"
"8019";"T001093";"A048710";"2031240";"MOG0095";"LD02    ";"2021JJ00";"2.69";"81"
"8020";"T001093";"A048710";"2031240";"MOG0095";"LD03    ";"2018JJ00";"2.79";"84"
"8021";"T001093";"A048710";"2031240";"MOG0095";"LD03    ";"2019JJ00";"2.65";"80"
"8022";"T001093";"A048710";"2031240";"MOG0095";"LD03    ";"2020JJ00";"2.45";"74"
"8023";"T001093";"A048710";"2031240";"MOG0095";"LD03    ";"2021JJ00";"2.71";"81"
"8024";"T001093";"A048710";"2031240";"MOG0095";"LD04    ";"2018JJ00";"2.75";"82"
"8025";"T001093";"A048710";"2031240";"MOG0095";"LD04    ";"2019JJ00";"2.7";"81"
"8026";"T001093";"A048710";"2031240";"MOG0095";"LD04    ";"2020JJ00";"2.5";"75"
"8027";"T001093";"A048710";"2031240";"MOG0095";"LD04    ";"2021JJ00";"2.73";"82"
"8028";"T001093";"A048710";"2031240";"MOG0095";"PV20    ";"2018JJ00";"2.91";"87"
"8029";"T001093";"A048710";"2031240";"MOG0095";"PV20    ";"2019JJ00";"2.04";"61"
"8030";"T001093";"A048710";"2031240";"MOG0095";"PV20    ";"2020JJ00";"2.23";"67"
"8031";"T001093";"A048710";"2031240";"MOG0095";"PV20    ";"2021JJ00";"2.59";"78"
"8032";"T001093";"A048710";"2031240";"MOG0095";"PV21    ";"2018JJ00";"2.35";"70"
"8033";"T001093";"A048710";"2031240";"MOG0095";"PV21    ";"2019JJ00";"2.12";"64"
"8034";"T001093";"A048710";"2031240";"MOG0095";"PV21    ";"2020JJ00";"2.48";"74"
"8035";"T001093";"A048710";"2031240";"MOG0095";"PV21    ";"2021JJ00";"2.76";"83"
"8036";"T001093";"A048710";"2031240";"MOG0095";"PV22    ";"2018JJ00";"2.5";"75"
"8037";"T001093";"A048710";"2031240";"MOG0095";"PV22    ";"2019JJ00";"2.24";"67"
"8038";"T001093";"A048710";"2031240";"MOG0095";"PV22    ";"2020JJ00";"2.39";"72"
"8039";"T001093";"A048710";"2031240";"MOG0095";"PV22    ";"2021JJ00";"3.01";"90"
"8040";"T001093";"A048710";"2031240";"MOG0095";"PV23    ";"2018JJ00";"2.85";"85"
"8041";"T001093";"A048710";"2031240";"MOG0095";"PV23    ";"2019JJ00";"2.68";"80"
"8042";"T001093";"A048710";"2031240";"MOG0095";"PV23    ";"2020JJ00";"2.89";"87"
"8043";"T001093";"A048710";"2031240";"MOG0095";"PV23    ";"2021JJ00";"2.61";"78"
"8044";"T001093";"A048710";"2031240";"MOG0095";"PV24    ";"2018JJ00";"2.37";"71"
"8045";"T001093";"A048710";"2031240";"MOG0095";"PV24    ";"2019JJ00";"2.2";"66"
"8046";"T001093";"A048710";"2031240";"MOG0095";"PV24    ";"2020JJ00";"2.08";"62"
"8047";"T001093";"A048710";"2031240";"MOG0095";"PV24    ";"2021JJ00";"1.98";"60"
"8048";"T001093";"A048710";"2031240";"MOG0095";"PV25    ";"2018JJ00";"2.67";"80"
"8049";"T001093";"A048710";"2031240";"MOG0095";"PV25    ";"2019JJ00";"2.51";"75"
"8050";"T001093";"A048710";"2031240";"MOG0095";"PV25    ";"2020JJ00";"2.52";"75"
"8051";"T001093";"A048710";"2031240";"MOG0095";"PV25    ";"2021JJ00";"2.69";"81"
"8052";"T001093";"A048710";"2031240";"MOG0095";"PV26    ";"2018JJ00";"2.75";"82"
"8053";"T001093";"A048710";"2031240";"MOG0095";"PV26    ";"2019JJ00";"2.43";"73"
"8054";"T001093";"A048710";"2031240";"MOG0095";"PV26    ";"2020JJ00";"2.61";"78"
"8055";"T001093";"A048710";"2031240";"MOG0095";"PV26    ";"2021JJ00";"2.75";"82"
"8056";"T001093";"A048710";"2031240";"MOG0095";"PV27    ";"2018JJ00";"2.7";"81"
"8057";"T001093";"A048710";"2031240";"MOG0095";"PV27    ";"2019JJ00";"2.58";"78"
"8058";"T001093";"A048710";"2031240";"MOG0095";"PV27    ";"2020JJ00";"2.26";"68"
"8059";"T001093";"A048710";"2031240";"MOG0095";"PV27    ";"2021JJ00";"2.56";"77"
"8060";"T001093";"A048710";"2031240";"MOG0095";"PV28    ";"2018JJ00";"2.72";"82"
"8061";"T001093";"A048710";"2031240";"MOG0095";"PV28    ";"2019JJ00";"2.61";"78"
"8062";"T001093";"A048710";"2031240";"MOG0095";"PV28    ";"2020JJ00";"2.35";"70"
"8063";"T001093";"A048710";"2031240";"MOG0095";"PV28    ";"2021JJ00";"2.63";"79"
"8064";"T001093";"A048710";"2031240";"MOG0095";"PV29    ";"2018JJ00";"2.5";"75"
"8065";"T001093";"A048710";"2031240";"MOG0095";"PV29    ";"2019JJ00";"2.35";"71"
"8066";"T001093";"A048710";"2031240";"MOG0095";"PV29    ";"2020JJ00";"2.66";"80"
"8067";"T001093";"A048710";"2031240";"MOG0095";"PV29    ";"2021JJ00";"2.72";"82"
"8068";"T001093";"A048710";"2031240";"MOG0095";"PV30    ";"2018JJ00";"2.74";"82"
"8069";"T001093";"A048710";"2031240";"MOG0095";"PV30    ";"2019JJ00";"2.68";"80"
"8070";"T001093";"A048710";"2031240";"MOG0095";"PV30    ";"2020JJ00";"2.46";"74"
"8071";"T001093";"A048710";"2031240";"MOG0095";"PV30    ";"2021JJ00";"2.72";"82"
"8072";"T001093";"A048710";"2031240";"MOG0095";"PV31    ";"2018JJ00";"2.57";"77"
"8073";"T001093";"A048710";"2031240";"MOG0095";"PV31    ";"2019JJ00";"2.55";"77"
"8074";"T001093";"A048710";"2031240";"MOG0095";"PV31    ";"2020JJ00";"2.4";"72"
"8075";"T001093";"A048710";"2031240";"MOG0095";"PV31    ";"2021JJ00";"2.55";"76"
"8096";"T001093";"A048710";"2031240";"MBG0095";"NL01    ";"2018JJ00";"2.98";"89"
"8097";"T001093";"A048710";"2031240";"MBG0095";"NL01    ";"2019JJ00";"2.84";"85"
"8098";"T001093";"A048710";"2031240";"MBG0095";"NL01    ";"2020JJ00";"2.73";"82"
"8099";"T001093";"A048710";"2031240";"MBG0095";"NL01    ";"2021JJ00";"2.94";"88"
"8100";"T001093";"A048710";"2031240";"MBG0095";"LD01    ";"2018JJ00";"3.17";"95"
"8101";"T001093";"A048710";"2031240";"MBG0095";"LD01    ";"2019JJ00";"2.79";"84"
"8102";"T001093";"A048710";"2031240";"MBG0095";"LD01    ";"2020JJ00";"3.06";"92"
"8103";"T001093";"A048710";"2031240";"MBG0095";"LD01    ";"2021JJ00";"3.39";"102"
"8104";"T001093";"A048710";"2031240";"MBG0095";"LD02    ";"2018JJ00";"3.1";"93"
"8105";"T001093";"A048710";"2031240";"MBG0095";"LD02    ";"2019JJ00";"2.96";"89"
"8106";"T001093";"A048710";"2031240";"MBG0095";"LD02    ";"2020JJ00";"3.04";"91"
"8107";"T001093";"A048710";"2031240";"MBG0095";"LD02    ";"2021JJ00";"3.02";"91"
"8108";"T001093";"A048710";"2031240";"MBG0095";"LD03    ";"2018JJ00";"2.99";"90"
"8109";"T001093";"A048710";"2031240";"MBG0095";"LD03    ";"2019JJ00";"2.86";"86"
"8110";"T001093";"A048710";"2031240";"MBG0095";"LD03    ";"2020JJ00";"2.63";"79"
"8111";"T001093";"A048710";"2031240";"MBG0095";"LD03    ";"2021JJ00";"2.89";"87"
"8112";"T001093";"A048710";"2031240";"MBG0095";"LD04    ";"2018JJ00";"3.04";"91"
"8113";"T001093";"A048710";"2031240";"MBG0095";"LD04    ";"2019JJ00";"3.04";"91"
"8114";"T001093";"A048710";"2031240";"MBG0095";"LD04    ";"2020JJ00";"2.83";"85"
"8115";"T001093";"A048710";"2031240";"MBG0095";"LD04    ";"2021JJ00";"3.07";"92"
"8116";"T001093";"A048710";"2031240";"MBG0095";"PV20    ";"2018JJ00";"3.64";"109"
"8117";"T001093";"A048710";"2031240";"MBG0095";"PV20    ";"2019JJ00";"2.97";"89"
"8118";"T001093";"A048710";"2031240";"MBG0095";"PV20    ";"2020JJ00";"2.95";"88"
"8119";"T001093";"A048710";"2031240";"MBG0095";"PV20    ";"2021JJ00";"3.47";"104"
"8120";"T001093";"A048710";"2031240";"MBG0095";"PV21    ";"2018JJ00";"2.99";"90"
"8121";"T001093";"A048710";"2031240";"MBG0095";"PV21    ";"2019JJ00";"2.88";"86"
"8122";"T001093";"A048710";"2031240";"MBG0095";"PV21    ";"2020JJ00";"3.36";"101"
"8123";"T001093";"A048710";"2031240";"MBG0095";"PV21    ";"2021JJ00";"3.41";"102"
"8124";"T001093";"A048710";"2031240";"MBG0095";"PV22    ";"2018JJ00";"3.38";"102"
"8125";"T001093";"A048710";"2031240";"MBG0095";"PV22    ";"2019JJ00";"3.07";"92"
"8126";"T001093";"A048710";"2031240";"MBG0095";"PV22    ";"2020JJ00";"3.44";"103"
"8127";"T001093";"A048710";"2031240";"MBG0095";"PV22    ";"2021JJ00";"3.83";"115"
"8128";"T001093";"A048710";"2031240";"MBG0095";"PV23    ";"2018JJ00";"3.37";"101"
"8129";"T001093";"A048710";"2031240";"MBG0095";"PV23    ";"2019JJ00";"3.29";"99"
"8130";"T001093";"A048710";"2031240";"MBG0095";"PV23    ";"2020JJ00";"3.58";"107"
"8131";"T001093";"A048710";"2031240";"MBG0095";"PV23    ";"2021JJ00";"3.16";"95"
"8132";"T001093";"A048710";"2031240";"MBG0095";"PV24    ";"2018JJ00";"3.25";"98"
"8133";"T001093";"A048710";"2031240";"MBG0095";"PV24    ";"2019JJ00";"3.05";"91"
"8134";"T001093";"A048710";"2031240";"MBG0095";"PV24    ";"2020JJ00";"2.94";"88"
"8135";"T001093";"A048710";"2031240";"MBG0095";"PV24    ";"2021JJ00";"3.12";"94"
"8136";"T001093";"A048710";"2031240";"MBG0095";"PV25    ";"2018JJ00";"3.08";"92"
"8137";"T001093";"A048710";"2031240";"MBG0095";"PV25    ";"2019JJ00";"2.95";"88"
"8138";"T001093";"A048710";"2031240";"MBG0095";"PV25    ";"2020JJ00";"2.95";"88"
"8139";"T001093";"A048710";"2031240";"MBG0095";"PV25    ";"2021JJ00";"3.11";"93"
"8140";"T001093";"A048710";"2031240";"MBG0095";"PV26    ";"2018JJ00";"3.19";"96"
"8141";"T001093";"A048710";"2031240";"MBG0095";"PV26    ";"2019JJ00";"2.99";"90"
"8142";"T001093";"A048710";"2031240";"MBG0095";"PV26    ";"2020JJ00";"2.97";"89"
"8143";"T001093";"A048710";"2031240";"MBG0095";"PV26    ";"2021JJ00";"3.09";"93"
"8144";"T001093";"A048710";"2031240";"MBG0095";"PV27    ";"2018JJ00";"3.03";"91"
"8145";"T001093";"A048710";"2031240";"MBG0095";"PV27    ";"2019JJ00";"2.95";"89"
"8146";"T001093";"A048710";"2031240";"MBG0095";"PV27    ";"2020JJ00";"2.61";"78"
"8147";"T001093";"A048710";"2031240";"MBG0095";"PV27    ";"2021JJ00";"2.9";"87"
"8148";"T001093";"A048710";"2031240";"MBG0095";"PV28    ";"2018JJ00";"3.03";"91"
"8149";"T001093";"A048710";"2031240";"MBG0095";"PV28    ";"2019JJ00";"2.87";"86"
"8150";"T001093";"A048710";"2031240";"MBG0095";"PV28    ";"2020JJ00";"2.6";"78"
"8151";"T001093";"A048710";"2031240";"MBG0095";"PV28    ";"2021JJ00";"2.9";"87"
"8152";"T001093";"A048710";"2031240";"MBG0095";"PV29    ";"2018JJ00";"3.42";"102"
"8153";"T001093";"A048710";"2031240";"MBG0095";"PV29    ";"2019JJ00";"3.52";"106"
"8154";"T001093";"A048710";"2031240";"MBG0095";"PV29    ";"2020JJ00";"3.69";"111"
"8155";"T001093";"A048710";"2031240";"MBG0095";"PV29    ";"2021JJ00";"3.76";"113"
"8156";"T001093";"A048710";"2031240";"MBG0095";"PV30    ";"2018JJ00";"3.11";"93"
"8157";"T001093";"A048710";"2031240";"MBG0095";"PV30    ";"2019JJ00";"3.09";"93"
"8158";"T001093";"A048710";"2031240";"MBG0095";"PV30    ";"2020JJ00";"2.85";"85"
"8159";"T001093";"A048710";"2031240";"MBG0095";"PV30    ";"2021JJ00";"3.15";"95"
"8160";"T001093";"A048710";"2031240";"MBG0095";"PV31    ";"2018JJ00";"3.08";"92"
"8161";"T001093";"A048710";"2031240";"MBG0095";"PV31    ";"2019JJ00";"3.12";"94"
"8162";"T001093";"A048710";"2031240";"MBG0095";"PV31    ";"2020JJ00";"2.97";"89"
"8163";"T001093";"A048710";"2031240";"MBG0095";"PV31    ";"2021JJ00";"3.1";"93"
"8184";"T001093";"A048710";"2031250";"MW00000";"NL01    ";"2018JJ00";"2.89";"90"
"8185";"T001093";"A048710";"2031250";"MW00000";"NL01    ";"2019JJ00";"2.81";"87"
"8186";"T001093";"A048710";"2031250";"MW00000";"NL01    ";"2020JJ00";"2.38";"74"
"8187";"T001093";"A048710";"2031250";"MW00000";"NL01    ";"2021JJ00";"2.78";"86"
"8188";"T001093";"A048710";"2031250";"MW00000";"LD01    ";"2018JJ00";"2.88";"89"
"8189";"T001093";"A048710";"2031250";"MW00000";"LD01    ";"2019JJ00";"3.01";"93"
"8190";"T001093";"A048710";"2031250";"MW00000";"LD01    ";"2020JJ00";"2.5";"78"
"8191";"T001093";"A048710";"2031250";"MW00000";"LD01    ";"2021JJ00";"2.84";"88"
"8192";"T001093";"A048710";"2031250";"MW00000";"LD02    ";"2018JJ00";"2.91";"90"
"8193";"T001093";"A048710";"2031250";"MW00000";"LD02    ";"2019JJ00";"2.86";"89"
"8194";"T001093";"A048710";"2031250";"MW00000";"LD02    ";"2020JJ00";"2.44";"76"
"8195";"T001093";"A048710";"2031250";"MW00000";"LD02    ";"2021JJ00";"2.82";"87"
"8196";"T001093";"A048710";"2031250";"MW00000";"LD03    ";"2018JJ00";"2.89";"90"
"8197";"T001093";"A048710";"2031250";"MW00000";"LD03    ";"2019JJ00";"2.69";"84"
"8198";"T001093";"A048710";"2031250";"MW00000";"LD03    ";"2020JJ00";"2.33";"72"
"8199";"T001093";"A048710";"2031250";"MW00000";"LD03    ";"2021JJ00";"2.73";"85"
"8200";"T001093";"A048710";"2031250";"MW00000";"LD04    ";"2018JJ00";"2.89";"90"
"8201";"T001093";"A048710";"2031250";"MW00000";"LD04    ";"2019JJ00";"2.94";"91"
"8202";"T001093";"A048710";"2031250";"MW00000";"LD04    ";"2020JJ00";"2.39";"74"
"8203";"T001093";"A048710";"2031250";"MW00000";"LD04    ";"2021JJ00";"2.83";"88"
"8204";"T001093";"A048710";"2031250";"MW00000";"PV20    ";"2018JJ00";"2.87";"89"
"8205";"T001093";"A048710";"2031250";"MW00000";"PV20    ";"2019JJ00";"3.04";"94"
"8206";"T001093";"A048710";"2031250";"MW00000";"PV20    ";"2020JJ00";"2.33";"72"
"8207";"T001093";"A048710";"2031250";"MW00000";"PV20    ";"2021JJ00";"2.8";"87"
"8208";"T001093";"A048710";"2031250";"MW00000";"PV21    ";"2018JJ00";"2.63";"82"
"8209";"T001093";"A048710";"2031250";"MW00000";"PV21    ";"2019JJ00";"3.01";"93"
"8210";"T001093";"A048710";"2031250";"MW00000";"PV21    ";"2020JJ00";"2.66";"83"
"8211";"T001093";"A048710";"2031250";"MW00000";"PV21    ";"2021JJ00";"2.9";"90"
"8212";"T001093";"A048710";"2031250";"MW00000";"PV22    ";"2018JJ00";"3.22";"100"
"8213";"T001093";"A048710";"2031250";"MW00000";"PV22    ";"2019JJ00";"2.97";"92"
"8214";"T001093";"A048710";"2031250";"MW00000";"PV22    ";"2020JJ00";"2.5";"78"
"8215";"T001093";"A048710";"2031250";"MW00000";"PV22    ";"2021JJ00";"2.8";"87"
"8216";"T001093";"A048710";"2031250";"MW00000";"PV23    ";"2018JJ00";"2.83";"88"
"8217";"T001093";"A048710";"2031250";"MW00000";"PV23    ";"2019JJ00";"2.96";"92"
"8218";"T001093";"A048710";"2031250";"MW00000";"PV23    ";"2020JJ00";"2.45";"76"
"8219";"T001093";"A048710";"2031250";"MW00000";"PV23    ";"2021JJ00";"2.82";"87"
"8220";"T001093";"A048710";"2031250";"MW00000";"PV24    ";"2018JJ00";"2.78";"86"
"8221";"T001093";"A048710";"2031250";"MW00000";"PV24    ";"2019JJ00";"2.27";"70"
"8222";"T001093";"A048710";"2031250";"MW00000";"PV24    ";"2020JJ00";"2.18";"68"
"8223";"T001093";"A048710";"2031250";"MW00000";"PV24    ";"2021JJ00";"2.36";"73"
"8224";"T001093";"A048710";"2031250";"MW00000";"PV25    ";"2018JJ00";"2.98";"92"
"8225";"T001093";"A048710";"2031250";"MW00000";"PV25    ";"2019JJ00";"2.91";"90"
"8226";"T001093";"A048710";"2031250";"MW00000";"PV25    ";"2020JJ00";"2.49";"77"
"8227";"T001093";"A048710";"2031250";"MW00000";"PV25    ";"2021JJ00";"2.91";"90"
"8228";"T001093";"A048710";"2031250";"MW00000";"PV26    ";"2018JJ00";"3.01";"93"
"8229";"T001093";"A048710";"2031250";"MW00000";"PV26    ";"2019JJ00";"2.82";"87"
"8230";"T001093";"A048710";"2031250";"MW00000";"PV26    ";"2020JJ00";"2.5";"77"
"8231";"T001093";"A048710";"2031250";"MW00000";"PV26    ";"2021JJ00";"2.96";"92"
"8232";"T001093";"A048710";"2031250";"MW00000";"PV27    ";"2018JJ00";"2.85";"88"
"8233";"T001093";"A048710";"2031250";"MW00000";"PV27    ";"2019JJ00";"2.63";"82"
"8234";"T001093";"A048710";"2031250";"MW00000";"PV27    ";"2020JJ00";"2.28";"71"
"8235";"T001093";"A048710";"2031250";"MW00000";"PV27    ";"2021JJ00";"2.61";"81"
"8236";"T001093";"A048710";"2031250";"MW00000";"PV28    ";"2018JJ00";"2.88";"89"
"8237";"T001093";"A048710";"2031250";"MW00000";"PV28    ";"2019JJ00";"2.69";"83"
"8238";"T001093";"A048710";"2031250";"MW00000";"PV28    ";"2020JJ00";"2.29";"71"
"8239";"T001093";"A048710";"2031250";"MW00000";"PV28    ";"2021JJ00";"2.71";"84"
"8240";"T001093";"A048710";"2031250";"MW00000";"PV29    ";"2018JJ00";"2.9";"90"
"8241";"T001093";"A048710";"2031250";"MW00000";"PV29    ";"2019JJ00";"2.74";"85"
"8242";"T001093";"A048710";"2031250";"MW00000";"PV29    ";"2020JJ00";"2.55";"79"
"8243";"T001093";"A048710";"2031250";"MW00000";"PV29    ";"2021JJ00";"2.99";"93"
"8244";"T001093";"A048710";"2031250";"MW00000";"PV30    ";"2018JJ00";"2.91";"90"
"8245";"T001093";"A048710";"2031250";"MW00000";"PV30    ";"2019JJ00";"2.93";"91"
"8246";"T001093";"A048710";"2031250";"MW00000";"PV30    ";"2020JJ00";"2.36";"73"
"8247";"T001093";"A048710";"2031250";"MW00000";"PV30    ";"2021JJ00";"2.97";"92"
