Entity,Code,Day,Daily hospital occupancy
Croatia,HRV,2021-11-11,2008
Croatia,HRV,2021-11-12,2086
Croatia,HRV,2021-11-13,2107
Croatia,HRV,2021-11-14,2219
Croatia,HRV,2021-11-15,2338
Croatia,HRV,2021-11-16,2378
Croatia,HRV,2021-11-17,2433
Croatia,HRV,2021-11-18,2513
Croatia,HRV,2021-11-19,2539
Croatia,HRV,2021-11-20,2542
Croatia,HRV,2021-11-21,2568
Croatia,HRV,2021-11-22,2583
Croatia,HRV,2021-11-23,2591
Croatia,HRV,2021-11-24,2551
Croatia,HRV,2021-11-25,2529
Croatia,HRV,2021-11-26,2496
Croatia,HRV,2021-11-27,2506
Croatia,HRV,2021-11-28,2538
Croatia,HRV,2021-11-29,2598
Croatia,HRV,2021-11-30,2512
Croatia,HRV,2021-12-01,2454
Croatia,HRV,2021-12-02,2729
Croatia,HRV,2021-12-03,2400
Croatia,HRV,2021-12-04,2382
Croatia,HRV,2021-12-05,2381
Croatia,HRV,2021-12-06,2444
Croatia,HRV,2021-12-07,2436
Croatia,HRV,2021-12-08,2412
Croatia,HRV,2021-12-09,2352
Croatia,HRV,2021-12-10,2329
Croatia,HRV,2021-12-11,2290
Croatia,HRV,2021-12-12,2293
Croatia,HRV,2021-12-13,2300
Croatia,HRV,2021-12-14,2253
Croatia,HRV,2021-12-15,2256
Croatia,HRV,2021-12-16,2253
Croatia,HRV,2021-12-17,2188
Croatia,HRV,2021-12-18,2154
Croatia,HRV,2021-12-19,2167
Croatia,HRV,2021-12-20,2178
Croatia,HRV,2021-12-21,2148
Croatia,HRV,2021-12-22,2066
Croatia,HRV,2021-12-23,1981
Croatia,HRV,2021-12-24,1893
Croatia,HRV,2021-12-25,1807
Croatia,HRV,2021-12-26,1824
Croatia,HRV,2021-12-27,1872
Croatia,HRV,2021-12-28,1849
Croatia,HRV,2021-12-29,1868
Croatia,HRV,2021-12-30,1858
Croatia,HRV,2021-12-31,1808
Croatia,HRV,2022-01-01,1752
Croatia,HRV,2022-01-02,1755
Croatia,HRV,2022-01-03,1795
Croatia,HRV,2022-01-04,1817
Croatia,HRV,2022-01-05,1841
Croatia,HRV,2022-01-06,1824
Croatia,HRV,2022-01-07,1846
Croatia,HRV,2022-01-08,1820
Croatia,HRV,2022-01-09,1874
Croatia,HRV,2022-01-10,1893
Croatia,HRV,2022-01-11,1824
Croatia,HRV,2022-01-12,1822
Croatia,HRV,2022-01-13,1755
Croatia,HRV,2022-01-14,1710
Croatia,HRV,2022-01-15,1688
Croatia,HRV,2022-01-16,1717
Croatia,HRV,2022-01-17,1763
Croatia,HRV,2022-01-18,1800
Croatia,HRV,2022-01-19,1796
Croatia,HRV,2022-01-20,1792
Croatia,HRV,2022-01-21,1799
Croatia,HRV,2022-01-22,1805
Croatia,HRV,2022-01-23,1860
Croatia,HRV,2022-01-24,1926
Croatia,HRV,2022-01-25,1951
Croatia,HRV,2022-01-26,1976
Croatia,HRV,2022-01-27,2006
Croatia,HRV,2022-01-28,1943
Croatia,HRV,2022-01-29,1936
Croatia,HRV,2022-01-30,2008
Croatia,HRV,2022-01-31,2085
Croatia,HRV,2022-02-01,2052
Croatia,HRV,2022-02-02,2067
Croatia,HRV,2022-02-03,2108
Croatia,HRV,2022-02-04,2126
Croatia,HRV,2022-02-05,2115
Croatia,HRV,2022-02-06,2140
Croatia,HRV,2022-02-07,2191
Croatia,HRV,2022-02-08,2229
Croatia,HRV,2022-02-09,2188
Croatia,HRV,2022-02-10,2131
Croatia,HRV,2022-02-11,2133
Croatia,HRV,2022-02-12,2092
Croatia,HRV,2022-02-13,2115
Croatia,HRV,2022-02-14,2097
Croatia,HRV,2022-02-15,2026
Croatia,HRV,2022-02-16,1966
Croatia,HRV,2022-02-17,1933
Croatia,HRV,2022-02-18,1837
Croatia,HRV,2022-02-19,1707
Croatia,HRV,2022-02-20,1720
Croatia,HRV,2022-02-21,1698
Croatia,HRV,2022-02-22,1610
Croatia,HRV,2022-02-23,1555
Croatia,HRV,2022-02-24,1504
Croatia,HRV,2022-02-25,1445
Croatia,HRV,2022-02-26,1389
Croatia,HRV,2022-02-27,1381
Croatia,HRV,2022-02-28,1363
Croatia,HRV,2022-03-01,1266
Croatia,HRV,2022-03-02,1183
Croatia,HRV,2022-03-03,1130
Croatia,HRV,2022-03-04,1053
Croatia,HRV,2022-03-05,971
Croatia,HRV,2022-03-06,966
Croatia,HRV,2022-03-07,967
Croatia,HRV,2022-03-08,930
Croatia,HRV,2022-03-09,853
Croatia,HRV,2022-03-10,821
Croatia,HRV,2022-03-11,819
Croatia,HRV,2022-03-12,745
Croatia,HRV,2022-03-13,764
Croatia,HRV,2022-03-14,774
Croatia,HRV,2022-03-15,715
Croatia,HRV,2022-03-16,712
Croatia,HRV,2022-03-17,696
Croatia,HRV,2022-03-18,691
Croatia,HRV,2022-03-19,650
Croatia,HRV,2022-03-20,661
Croatia,HRV,2022-03-21,677
Croatia,HRV,2022-03-22,654
Croatia,HRV,2022-03-23,633
Croatia,HRV,2022-03-24,631
Croatia,HRV,2022-03-25,628
Croatia,HRV,2022-03-26,613
Croatia,HRV,2022-03-27,645
Croatia,HRV,2022-03-28,673
Croatia,HRV,2022-03-29,664
Croatia,HRV,2022-03-30,651
Croatia,HRV,2022-03-31,636
Croatia,HRV,2022-04-01,657
Croatia,HRV,2022-04-02,623
Croatia,HRV,2022-04-03,648
Croatia,HRV,2022-04-04,649
Croatia,HRV,2022-04-05,619
Croatia,HRV,2022-04-06,596
Croatia,HRV,2022-04-07,591
Croatia,HRV,2022-04-08,564
Croatia,HRV,2022-04-09,532
Croatia,HRV,2022-04-10,525
Croatia,HRV,2022-04-11,542
Croatia,HRV,2022-04-12,551
Croatia,HRV,2022-04-13,541
Croatia,HRV,2022-04-14,527
Croatia,HRV,2022-04-15,503
Croatia,HRV,2022-04-16,478
Croatia,HRV,2022-04-17,477
Croatia,HRV,2022-04-18,478
Croatia,HRV,2022-04-19,505
Croatia,HRV,2022-04-20,516
Croatia,HRV,2022-04-21,492
Croatia,HRV,2022-04-22,479
Croatia,HRV,2022-04-23,455
Croatia,HRV,2022-04-24,455
Croatia,HRV,2022-04-25,465
Croatia,HRV,2022-04-26,434
Croatia,HRV,2022-04-27,435
Croatia,HRV,2022-04-28,425
Croatia,HRV,2022-04-29,433
Croatia,HRV,2022-04-30,422
Croatia,HRV,2022-05-01,437
Croatia,HRV,2022-05-02,441
Croatia,HRV,2022-05-03,426
Croatia,HRV,2022-05-04,411
Croatia,HRV,2022-05-05,401
Croatia,HRV,2022-05-06,385
Croatia,HRV,2022-05-07,377
Croatia,HRV,2022-05-08,379
Croatia,HRV,2022-05-09,381
Croatia,HRV,2022-05-10,374
Croatia,HRV,2022-05-11,367
Croatia,HRV,2022-05-12,388
Croatia,HRV,2022-05-13,361
Croatia,HRV,2022-05-14,345
Croatia,HRV,2022-05-15,356
Croatia,HRV,2022-05-16,364
Croatia,HRV,2022-05-17,367
Croatia,HRV,2022-05-18,326
Croatia,HRV,2022-05-19,292
Croatia,HRV,2022-05-20,273
Croatia,HRV,2022-05-21,264
Croatia,HRV,2022-05-22,264
Croatia,HRV,2022-05-23,263
Croatia,HRV,2022-05-24,253
Croatia,HRV,2022-05-25,240
Croatia,HRV,2022-05-26,222
Croatia,HRV,2022-05-27,229
Croatia,HRV,2022-05-28,231
Croatia,HRV,2022-05-29,224
Croatia,HRV,2022-05-30,228
Croatia,HRV,2022-05-31,223
Croatia,HRV,2022-06-01,205
Croatia,HRV,2022-06-02,202
Croatia,HRV,2022-06-03,202
Croatia,HRV,2022-06-04,184
Croatia,HRV,2022-06-05,190
Croatia,HRV,2022-06-06,186
Croatia,HRV,2022-06-07,178
Croatia,HRV,2022-06-08,168
Croatia,HRV,2022-06-09,175
Croatia,HRV,2022-06-10,165
Croatia,HRV,2022-06-11,158
Croatia,HRV,2022-06-12,153
Croatia,HRV,2022-06-13,159
Croatia,HRV,2022-06-14,163
Croatia,HRV,2022-06-15,151
Croatia,HRV,2022-06-16,152
Croatia,HRV,2022-06-17,150
Croatia,HRV,2022-06-18,157
Croatia,HRV,2022-06-19,160
Croatia,HRV,2022-06-20,167
Croatia,HRV,2022-06-21,174
Croatia,HRV,2022-06-22,188
Croatia,HRV,2022-06-23,210
Croatia,HRV,2022-06-24,229
Croatia,HRV,2022-06-25,210
Croatia,HRV,2022-06-26,216
Croatia,HRV,2022-06-27,228
Croatia,HRV,2022-06-28,233
Croatia,HRV,2022-06-29,243
Croatia,HRV,2022-06-30,245
Croatia,HRV,2022-07-01,269
Croatia,HRV,2022-07-02,257
Croatia,HRV,2022-07-03,275
Croatia,HRV,2022-07-04,297
Croatia,HRV,2022-07-05,310
Croatia,HRV,2022-07-06,312
Croatia,HRV,2022-07-07,349
Croatia,HRV,2022-07-08,339
Croatia,HRV,2022-07-09,344
Croatia,HRV,2022-07-10,369
Croatia,HRV,2022-07-11,413
Croatia,HRV,2022-07-12,429
Croatia,HRV,2022-07-13,442
Croatia,HRV,2022-07-14,471
Croatia,HRV,2022-07-15,464
Croatia,HRV,2022-07-16,477
Croatia,HRV,2022-07-17,490
Croatia,HRV,2022-07-18,514
Croatia,HRV,2022-07-19,547
Croatia,HRV,2022-07-20,560
Croatia,HRV,2022-07-21,578
Croatia,HRV,2022-07-22,609
Croatia,HRV,2022-07-23,579
Croatia,HRV,2022-07-24,595
Croatia,HRV,2022-07-25,636
Croatia,HRV,2022-07-26,626
Croatia,HRV,2022-07-27,647
Croatia,HRV,2022-07-28,660
Croatia,HRV,2022-07-29,671
Croatia,HRV,2022-07-30,668
Croatia,HRV,2022-07-31,683
Croatia,HRV,2022-08-01,696
Croatia,HRV,2022-08-02,673
Croatia,HRV,2022-08-03,638
Croatia,HRV,2022-08-04,607
Croatia,HRV,2022-08-05,601
Croatia,HRV,2022-08-06,605
Croatia,HRV,2022-08-07,628
Croatia,HRV,2022-08-08,621
Croatia,HRV,2022-08-09,613
Croatia,HRV,2022-08-10,607
Croatia,HRV,2022-08-11,616
Croatia,HRV,2022-08-12,631
Croatia,HRV,2022-08-13,607
Croatia,HRV,2022-08-14,612
Croatia,HRV,2022-08-15,621
Croatia,HRV,2022-08-16,680
Croatia,HRV,2022-08-17,657
Croatia,HRV,2022-08-18,636
Croatia,HRV,2022-08-19,610
Croatia,HRV,2022-08-20,571
Croatia,HRV,2022-08-21,587
Cyprus,CYP,2020-03-09,0
Cyprus,CYP,2020-03-10,0
Cyprus,CYP,2020-03-11,0
Cyprus,CYP,2020-03-12,0
Cyprus,CYP,2020-03-13,0
Cyprus,CYP,2020-03-14,0
Cyprus,CYP,2020-03-15,0
Cyprus,CYP,2020-03-16,0
Cyprus,CYP,2020-03-17,0
Cyprus,CYP,2020-03-18,0
Cyprus,CYP,2020-03-19,0
Cyprus,CYP,2020-03-20,0
Cyprus,CYP,2020-03-21,0
Cyprus,CYP,2020-03-22,0
Cyprus,CYP,2020-03-23,0
Cyprus,CYP,2020-03-24,24
Cyprus,CYP,2020-03-25,23
Cyprus,CYP,2020-03-26,21
Cyprus,CYP,2020-03-27,29
Cyprus,CYP,2020-03-28,34
Cyprus,CYP,2020-03-29,33
Cyprus,CYP,2020-03-30,34
Cyprus,CYP,2020-03-31,40
Cyprus,CYP,2020-04-01,54
Cyprus,CYP,2020-04-02,51
Cyprus,CYP,2020-04-03,55
Cyprus,CYP,2020-04-04,56
Cyprus,CYP,2020-04-05,55
Cyprus,CYP,2020-04-06,48
Cyprus,CYP,2020-04-07,51
Cyprus,CYP,2020-04-08,45
Cyprus,CYP,2020-04-09,51
Cyprus,CYP,2020-04-10,50
Cyprus,CYP,2020-04-11,45
Cyprus,CYP,2020-04-12,42
Cyprus,CYP,2020-04-13,39
Cyprus,CYP,2020-04-14,40
Cyprus,CYP,2020-04-15,40
Cyprus,CYP,2020-04-16,36
Cyprus,CYP,2020-04-17,40
Cyprus,CYP,2020-04-18,36
Cyprus,CYP,2020-04-19,36
Cyprus,CYP,2020-04-20,33
Cyprus,CYP,2020-04-21,36
Cyprus,CYP,2020-04-22,34
Cyprus,CYP,2020-04-23,31
Cyprus,CYP,2020-04-24,32
Cyprus,CYP,2020-04-25,33
Cyprus,CYP,2020-04-26,30
Cyprus,CYP,2020-04-27,29
Cyprus,CYP,2020-04-28,26
Cyprus,CYP,2020-04-29,27
Cyprus,CYP,2020-04-30,25
Cyprus,CYP,2020-05-01,24
Cyprus,CYP,2020-05-02,24
Cyprus,CYP,2020-05-03,23
Cyprus,CYP,2020-05-04,22
Cyprus,CYP,2020-05-05,24
Cyprus,CYP,2020-05-06,23
Cyprus,CYP,2020-05-07,19
Cyprus,CYP,2020-05-08,19
Cyprus,CYP,2020-05-09,19
Cyprus,CYP,2020-05-10,20
Cyprus,CYP,2020-05-11,22
Cyprus,CYP,2020-05-12,15
Cyprus,CYP,2020-05-13,12
Cyprus,CYP,2020-05-14,10
Cyprus,CYP,2020-05-15,9
Cyprus,CYP,2020-05-16,8
Cyprus,CYP,2020-05-17,8
Cyprus,CYP,2020-05-18,8
Cyprus,CYP,2020-05-19,7
Cyprus,CYP,2020-05-20,9
Cyprus,CYP,2020-05-21,8
Cyprus,CYP,2020-05-22,9
Cyprus,CYP,2020-05-23,9
Cyprus,CYP,2020-05-24,8
Cyprus,CYP,2020-05-25,8
Cyprus,CYP,2020-05-26,9
Cyprus,CYP,2020-05-27,8
Cyprus,CYP,2020-05-28,7
Cyprus,CYP,2020-05-29,6
Cyprus,CYP,2020-05-30,6
Cyprus,CYP,2020-05-31,6
Cyprus,CYP,2020-06-01,6
Cyprus,CYP,2020-06-02,6
Cyprus,CYP,2020-06-03,7
Cyprus,CYP,2020-06-04,7
Cyprus,CYP,2020-06-05,7
Cyprus,CYP,2020-06-06,6
Cyprus,CYP,2020-06-07,5
Cyprus,CYP,2020-06-08,5
Cyprus,CYP,2020-06-09,4
Cyprus,CYP,2020-06-10,4
Cyprus,CYP,2020-06-11,4
Cyprus,CYP,2020-06-12,4
Cyprus,CYP,2020-06-13,4
Cyprus,CYP,2020-06-14,4
Cyprus,CYP,2020-06-15,4
Cyprus,CYP,2020-06-16,5
Cyprus,CYP,2020-06-17,4
Cyprus,CYP,2020-06-18,2
Cyprus,CYP,2020-06-19,2
Cyprus,CYP,2020-06-20,1
Cyprus,CYP,2020-06-21,1
Cyprus,CYP,2020-06-22,0
Cyprus,CYP,2020-06-23,0
Cyprus,CYP,2020-06-24,0
Cyprus,CYP,2020-06-25,0
Cyprus,CYP,2020-06-26,2
Cyprus,CYP,2020-06-27,1
Cyprus,CYP,2020-06-28,1
Cyprus,CYP,2020-06-29,1
Cyprus,CYP,2020-06-30,1
Cyprus,CYP,2020-07-01,1
Cyprus,CYP,2020-07-02,1
Cyprus,CYP,2020-07-03,1
Cyprus,CYP,2020-07-04,1
Cyprus,CYP,2020-07-05,1
Cyprus,CYP,2020-07-06,1
Cyprus,CYP,2020-07-07,0
Cyprus,CYP,2020-07-08,0
Cyprus,CYP,2020-07-09,0
Cyprus,CYP,2020-07-10,0
Cyprus,CYP,2020-07-11,0
Cyprus,CYP,2020-07-12,0
Cyprus,CYP,2020-07-13,0
Cyprus,CYP,2020-07-14,0
Cyprus,CYP,2020-07-15,0
Cyprus,CYP,2020-07-16,0
Cyprus,CYP,2020-07-17,0
Cyprus,CYP,2020-07-18,0
Cyprus,CYP,2020-07-19,0
Cyprus,CYP,2020-07-20,0
Cyprus,CYP,2020-07-21,0
Cyprus,CYP,2020-07-22,0
Cyprus,CYP,2020-07-23,0
Cyprus,CYP,2020-07-24,0
Cyprus,CYP,2020-07-25,0
Cyprus,CYP,2020-07-26,0
Cyprus,CYP,2020-07-27,0
Cyprus,CYP,2020-07-28,0
Cyprus,CYP,2020-07-29,0
Cyprus,CYP,2020-07-30,6
Cyprus,CYP,2020-07-31,7
Cyprus,CYP,2020-08-01,7
Cyprus,CYP,2020-08-02,4
Cyprus,CYP,2020-08-03,4
Cyprus,CYP,2020-08-04,5
Cyprus,CYP,2020-08-05,4
Cyprus,CYP,2020-08-06,4
Cyprus,CYP,2020-08-07,4
Cyprus,CYP,2020-08-08,5
Cyprus,CYP,2020-08-09,5
Cyprus,CYP,2020-08-10,5
Cyprus,CYP,2020-08-11,5
Cyprus,CYP,2020-08-12,3
Cyprus,CYP,2020-08-13,3
Cyprus,CYP,2020-08-14,3
Cyprus,CYP,2020-08-15,3
Cyprus,CYP,2020-08-16,2
Cyprus,CYP,2020-08-17,2
Cyprus,CYP,2020-08-18,2
Cyprus,CYP,2020-08-19,2
Cyprus,CYP,2020-08-20,2
Cyprus,CYP,2020-08-21,3
Cyprus,CYP,2020-08-22,2
Cyprus,CYP,2020-08-23,3
Cyprus,CYP,2020-08-24,4
Cyprus,CYP,2020-08-25,4
Cyprus,CYP,2020-08-26,7
Cyprus,CYP,2020-08-27,5
Cyprus,CYP,2020-08-28,5
Cyprus,CYP,2020-08-29,7
Cyprus,CYP,2020-08-30,7
Cyprus,CYP,2020-08-31,8
Cyprus,CYP,2020-09-01,6
Cyprus,CYP,2020-09-02,6
Cyprus,CYP,2020-09-03,6
Cyprus,CYP,2020-09-04,7
Cyprus,CYP,2020-09-05,4
Cyprus,CYP,2020-09-06,4
Cyprus,CYP,2020-09-07,2
Cyprus,CYP,2020-09-08,4
Cyprus,CYP,2020-09-09,4
Cyprus,CYP,2020-09-10,4
Cyprus,CYP,2020-09-11,4
Cyprus,CYP,2020-09-12,4
Cyprus,CYP,2020-09-13,4
Cyprus,CYP,2020-09-14,5
Cyprus,CYP,2020-09-15,6
Cyprus,CYP,2020-09-16,6
Cyprus,CYP,2020-09-17,7
Cyprus,CYP,2020-09-18,7
Cyprus,CYP,2020-09-19,7
Cyprus,CYP,2020-09-20,6
Cyprus,CYP,2020-09-21,9
Cyprus,CYP,2020-09-22,7
Cyprus,CYP,2020-09-23,12
Cyprus,CYP,2020-09-24,12
Cyprus,CYP,2020-09-25,14
Cyprus,CYP,2020-09-26,14
Cyprus,CYP,2020-09-27,17
Cyprus,CYP,2020-09-28,15
Cyprus,CYP,2020-09-29,16
Cyprus,CYP,2020-09-30,12
Cyprus,CYP,2020-10-01,12
Cyprus,CYP,2020-10-02,11
Cyprus,CYP,2020-10-03,13
Cyprus,CYP,2020-10-04,11
Cyprus,CYP,2020-10-05,11
Cyprus,CYP,2020-10-06,9
Cyprus,CYP,2020-10-07,6
Cyprus,CYP,2020-10-08,8
Cyprus,CYP,2020-10-09,5
Cyprus,CYP,2020-10-10,5
Cyprus,CYP,2020-10-11,5
Cyprus,CYP,2020-10-12,7
Cyprus,CYP,2020-10-13,7
Cyprus,CYP,2020-10-14,8
Cyprus,CYP,2020-10-15,9
Cyprus,CYP,2020-10-16,12
Cyprus,CYP,2020-10-17,21
Cyprus,CYP,2020-10-18,19
Cyprus,CYP,2020-10-19,23
Cyprus,CYP,2020-10-20,24
Cyprus,CYP,2020-10-21,23
Cyprus,CYP,2020-10-22,26
Cyprus,CYP,2020-10-23,26
Cyprus,CYP,2020-10-24,28
Cyprus,CYP,2020-10-25,32
Cyprus,CYP,2020-10-26,31
Cyprus,CYP,2020-10-27,31
Cyprus,CYP,2020-10-28,38
Cyprus,CYP,2020-10-29,38
Cyprus,CYP,2020-10-30,34
Cyprus,CYP,2020-10-31,37
Cyprus,CYP,2020-11-01,39
Cyprus,CYP,2020-11-02,40
Cyprus,CYP,2020-11-03,42
Cyprus,CYP,2020-11-04,57
Cyprus,CYP,2020-11-05,65
Cyprus,CYP,2020-11-06,70
Cyprus,CYP,2020-11-07,69
Cyprus,CYP,2020-11-08,77
Cyprus,CYP,2020-11-09,85
Cyprus,CYP,2020-11-10,76
Cyprus,CYP,2020-11-11,73
Cyprus,CYP,2020-11-12,68
Cyprus,CYP,2020-11-13,59
Cyprus,CYP,2020-11-14,64
Cyprus,CYP,2020-11-15,73
Cyprus,CYP,2020-11-16,75
Cyprus,CYP,2020-11-17,74
Cyprus,CYP,2020-11-18,77
Cyprus,CYP,2020-11-19,81
Cyprus,CYP,2020-11-20,89
Cyprus,CYP,2020-11-21,91
Cyprus,CYP,2020-11-22,97
Cyprus,CYP,2020-11-23,110
Cyprus,CYP,2020-11-24,101
Cyprus,CYP,2020-11-25,107
Cyprus,CYP,2020-11-26,109
Cyprus,CYP,2020-11-27,108
Cyprus,CYP,2020-11-28,114
Cyprus,CYP,2020-11-29,119
Cyprus,CYP,2020-11-30,127
Cyprus,CYP,2020-12-01,131
Cyprus,CYP,2020-12-02,124
Cyprus,CYP,2020-12-03,124
Cyprus,CYP,2020-12-04,111
Cyprus,CYP,2020-12-05,119
Cyprus,CYP,2020-12-06,121
Cyprus,CYP,2020-12-07,126
Cyprus,CYP,2020-12-08,115
Cyprus,CYP,2020-12-09,116
Cyprus,CYP,2020-12-10,106
Cyprus,CYP,2020-12-11,110
Cyprus,CYP,2020-12-12,113
Cyprus,CYP,2020-12-13,120
Cyprus,CYP,2020-12-14,123
Cyprus,CYP,2020-12-15,122
Cyprus,CYP,2020-12-16,125
Cyprus,CYP,2020-12-17,115
Cyprus,CYP,2020-12-18,115
Cyprus,CYP,2020-12-19,115
Cyprus,CYP,2020-12-20,125
Cyprus,CYP,2020-12-21,127
Cyprus,CYP,2020-12-22,130
Cyprus,CYP,2020-12-23,146
Cyprus,CYP,2020-12-24,142
Cyprus,CYP,2020-12-25,148
Cyprus,CYP,2020-12-26,149
Cyprus,CYP,2020-12-27,154
Cyprus,CYP,2020-12-28,153
Cyprus,CYP,2020-12-29,154
Cyprus,CYP,2020-12-30,159
Cyprus,CYP,2020-12-31,160
Cyprus,CYP,2021-01-01,168
Cyprus,CYP,2021-01-02,180
Cyprus,CYP,2021-01-03,182
Cyprus,CYP,2021-01-04,180
Cyprus,CYP,2021-01-05,179
Cyprus,CYP,2021-01-06,187
Cyprus,CYP,2021-01-07,196
Cyprus,CYP,2021-01-08,198
Cyprus,CYP,2021-01-09,209
Cyprus,CYP,2021-01-10,208
Cyprus,CYP,2021-01-11,205
Cyprus,CYP,2021-01-12,197
Cyprus,CYP,2021-01-13,198
Cyprus,CYP,2021-01-14,202
Cyprus,CYP,2021-01-15,200
Cyprus,CYP,2021-01-16,193
Cyprus,CYP,2021-01-17,208
Cyprus,CYP,2021-01-18,199
Cyprus,CYP,2021-01-19,194
Cyprus,CYP,2021-01-20,192
Cyprus,CYP,2021-01-21,184
Cyprus,CYP,2021-01-22,179
Cyprus,CYP,2021-01-23,174
Cyprus,CYP,2021-01-24,173
Cyprus,CYP,2021-01-25,164
Cyprus,CYP,2021-01-26,160
Cyprus,CYP,2021-01-27,155
Cyprus,CYP,2021-01-28,153
Cyprus,CYP,2021-01-29,145
Cyprus,CYP,2021-01-30,140
Cyprus,CYP,2021-01-31,140
Cyprus,CYP,2021-02-01,129
Cyprus,CYP,2021-02-02,121
Cyprus,CYP,2021-02-03,126
Cyprus,CYP,2021-02-04,112
Cyprus,CYP,2021-02-05,113
Cyprus,CYP,2021-02-06,112
Cyprus,CYP,2021-02-07,109
Cyprus,CYP,2021-02-08,103
Cyprus,CYP,2021-02-09,94
Cyprus,CYP,2021-02-10,95
Cyprus,CYP,2021-02-11,94
Cyprus,CYP,2021-02-12,86
Cyprus,CYP,2021-02-13,84
Cyprus,CYP,2021-02-14,87
Cyprus,CYP,2021-02-15,86
Cyprus,CYP,2021-02-16,86
Cyprus,CYP,2021-02-17,81
Cyprus,CYP,2021-02-18,81
Cyprus,CYP,2021-02-19,76
Cyprus,CYP,2021-02-20,77
Cyprus,CYP,2021-02-21,81
Cyprus,CYP,2021-02-22,76
Cyprus,CYP,2021-02-23,78
Cyprus,CYP,2021-02-24,81
Cyprus,CYP,2021-02-25,82
Cyprus,CYP,2021-02-26,80
Cyprus,CYP,2021-02-27,78
Cyprus,CYP,2021-02-28,88
Cyprus,CYP,2021-03-01,76
Cyprus,CYP,2021-03-02,79
Cyprus,CYP,2021-03-03,89
Cyprus,CYP,2021-03-04,101
Cyprus,CYP,2021-03-05,111
Cyprus,CYP,2021-03-06,126
Cyprus,CYP,2021-03-07,129
Cyprus,CYP,2021-03-08,145
Cyprus,CYP,2021-03-09,154
Cyprus,CYP,2021-03-10,165
Cyprus,CYP,2021-03-11,185
Cyprus,CYP,2021-03-12,195
Cyprus,CYP,2021-03-13,201
Cyprus,CYP,2021-03-14,205
Cyprus,CYP,2021-03-15,208
Cyprus,CYP,2021-03-16,221
Cyprus,CYP,2021-03-17,218
Cyprus,CYP,2021-03-18,212
Cyprus,CYP,2021-03-19,204
Cyprus,CYP,2021-03-20,201
Cyprus,CYP,2021-03-21,212
Cyprus,CYP,2021-03-22,217
Cyprus,CYP,2021-03-23,222
Cyprus,CYP,2021-03-24,211
Cyprus,CYP,2021-03-25,196
Cyprus,CYP,2021-03-26,196
Cyprus,CYP,2021-03-27,193
Cyprus,CYP,2021-03-28,196
Cyprus,CYP,2021-03-29,185
Cyprus,CYP,2021-03-30,177
Cyprus,CYP,2021-03-31,176
Cyprus,CYP,2021-04-01,190
Cyprus,CYP,2021-04-02,193
Cyprus,CYP,2021-04-03,199
Cyprus,CYP,2021-04-04,210
Cyprus,CYP,2021-04-05,196
Cyprus,CYP,2021-04-06,205
Cyprus,CYP,2021-04-07,210
Cyprus,CYP,2021-04-08,207
Cyprus,CYP,2021-04-09,205
Cyprus,CYP,2021-04-10,204
Cyprus,CYP,2021-04-11,225
Cyprus,CYP,2021-04-12,225
Cyprus,CYP,2021-04-13,228
Cyprus,CYP,2021-04-14,232
Cyprus,CYP,2021-04-15,251
Cyprus,CYP,2021-04-16,270
Cyprus,CYP,2021-04-17,270
Cyprus,CYP,2021-04-18,271
Cyprus,CYP,2021-04-19,284
Cyprus,CYP,2021-04-20,277
Cyprus,CYP,2021-04-21,291
Cyprus,CYP,2021-04-22,296
Cyprus,CYP,2021-04-23,297
Cyprus,CYP,2021-04-24,292
Cyprus,CYP,2021-04-25,301
Cyprus,CYP,2021-04-26,300
Cyprus,CYP,2021-04-27,292
Cyprus,CYP,2021-04-28,285
Cyprus,CYP,2021-04-29,279
Cyprus,CYP,2021-04-30,275
Cyprus,CYP,2021-05-01,274
Cyprus,CYP,2021-05-02,292
Cyprus,CYP,2021-05-03,276
Cyprus,CYP,2021-05-04,263
Cyprus,CYP,2021-05-05,246
Cyprus,CYP,2021-05-06,247
Cyprus,CYP,2021-05-07,237
Cyprus,CYP,2021-05-08,233
Cyprus,CYP,2021-05-09,224
Cyprus,CYP,2021-05-10,207
Cyprus,CYP,2021-05-11,189
Cyprus,CYP,2021-05-12,173
Cyprus,CYP,2021-05-13,167
Cyprus,CYP,2021-05-14,155
Cyprus,CYP,2021-05-15,156
Cyprus,CYP,2021-05-16,157
Cyprus,CYP,2021-05-17,150
Cyprus,CYP,2021-05-18,148
Cyprus,CYP,2021-05-19,148
Cyprus,CYP,2021-05-20,134
Cyprus,CYP,2021-05-21,120
Cyprus,CYP,2021-05-22,115
Cyprus,CYP,2021-05-23,115
Cyprus,CYP,2021-05-24,106
Cyprus,CYP,2021-05-25,97
Cyprus,CYP,2021-05-26,95
Cyprus,CYP,2021-05-27,82
Cyprus,CYP,2021-05-28,78
Cyprus,CYP,2021-05-29,74
Cyprus,CYP,2021-05-30,73
Cyprus,CYP,2021-05-31,70
Cyprus,CYP,2021-06-01,66
Cyprus,CYP,2021-06-02,57
Cyprus,CYP,2021-06-03,58
Cyprus,CYP,2021-06-04,52
Cyprus,CYP,2021-06-05,45
Cyprus,CYP,2021-06-06,50
Cyprus,CYP,2021-06-07,47
Cyprus,CYP,2021-06-08,45
Cyprus,CYP,2021-06-09,43
Cyprus,CYP,2021-06-10,47
Cyprus,CYP,2021-06-11,38
